"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"F(G((a) & (F(b))))","ltl2tgba","ok",0,0.0057879,1,4,4,2,1,0,0,1,"HOA: v1 name: ""G(Fb & FGa)"" States: 1 Start: 0 AP: 2 ""a"" ""b"" acc-name: parity max even 2 Acceptance: 2 Fin(1) & Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0&!1] 0 [0&1] 0 {0} [!0&!1] 0 {1} [!0&1] 0 {0 1} --END--"
"F(((a) & (G(F(b)))) | ((!(a)) & (F(G(!(b))))))","ltl3ba","ok",0,0.00787841,4,8,20,3,4,2,1,0,"HOA: v1 name: ""TGBA for <>(((a) && ([](<>(b)))) || ((!(a)) && (<>([](!(b))))))"" States: 4 Start: 0 AP: 2 ""a"" ""b"" acc-name: generalized-Buchi 3 Acceptance: 3 Inf(0)&Inf(1)&Inf(2) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 ""F(((a) && GF(b)) || (!((a)) && FG!((b))))"" [0] 3 {0 1 2} [!0] 1 {0 2} [t] 0 {0 1} State: 1 ""FG!((b))"" [!1] 2 {0 1 2} [t] 1 {0 2} State: 2 ""G!((b))"" [!1] 2 {0 1 2} State: 3 ""GF(b)"" [!1] 3 {1 2} [1] 3 {0 1 2} --END--"
"F(((a) & (G(F(b)))) | ((!(a)) & (F(G(!(b))))))","ltl3tela_alt","ok",0,0.00542557,3,7,16,4,3,1,1,1,"HOA: v1 States: 3 Start: 0 AP: 2 ""a"" ""b"" Acceptance: 4 Fin(0) & Fin(3) & (Fin(1) | Inf(2)) properties: trans-labels explicit-labels trans-acc complete --BODY-- State: 0 [t] 0 {0} [0] 1 [!0] 2 State: 1 [!1] 1 {1} [1] 1 {2} State: 2 [!1] 2 [1] 2 {3} --END--"
"F(((a) & (G(F(b)))) | ((!(a)) & (F(G(!(b))))))","ltl3tela","ok",0,0.01187,3,7,16,4,3,1,1,1,"HOA: v1 States: 3 Start: 0 AP: 2 ""a"" ""b"" Acceptance: 4 Fin(2) & (Fin(0) | Inf(1)) & Inf(3) properties: trans-labels explicit-labels trans-acc complete semi-deterministic --BODY-- State: 0 [t] 0 [0] 1 [!0] 2 State: 1 [!1] 1 {0 3} [1] 1 {1 3} State: 2 [!1] 2 {3} [1] 2 {2 3} --END--"
"F(((a) & (G(F(b)))) | ((!(a)) & (F(G(!(b))))))","ltl2tgba","ok",0,0.00559908,4,9,18,1,4,2,1,0,"HOA: v1 name: ""F((a & GFb) | (!a & FG!b))"" States: 4 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc stutter-invariant --BODY-- State: 0 [t] 0 [0] 1 [!0&!1] 2 [!0] 3 State: 1 [!1] 1 [1] 1 {0} State: 2 [!1] 2 {0} State: 3 [0&!1] 2 [0] 3 --END--"
"F(G(a))","ltl3ba","ok",0,0.00833719,2,3,4,1,2,1,1,0,"HOA: v1 name: ""TGBA for <>([](a))"" States: 2 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 ""FG(a)"" [0] 1 {0} [t] 0 State: 1 ""G(a)"" [0] 1 {0} --END--"
"F(G(a))","ltl3tela_alt","ok",0,0.00520009,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 0 [!0] 0 {0} --END--"
"F(G(a))","ltl3tela","ok",0,0.00400573,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 0 [!0] 0 {0} --END--"
"F(G(a))","ltl2tgba","ok",0,0.00550267,1,2,2,1,1,0,0,1,"HOA: v1 name: ""FGa"" States: 1 Start: 0 AP: 1 ""a"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0] 0 [!0] 0 {0} --END--"
"G((a) & (F(b)))","ltl3ba","ok",0,0.00996145,1,2,2,1,1,0,0,0,"HOA: v1 name: ""TGBA for []((a) && (<>(b)))"" States: 1 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 ""G((a) && F(b))"" [0&!1] 0 [0&1] 0 {0} --END--"
"G((a) & (F(b)))","ltl3tela_alt","ok",0,0.00636078,1,2,2,1,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0&!1] 0 [0&1] 0 {0} --END--"
"G((a) & (F(b)))","ltl3tela","ok",0,0.00652105,1,2,2,1,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0&!1] 0 [0&1] 0 {0} --END--"
"G((a) & (F(b)))","ltl2tgba","ok",0,0.00614731,1,2,2,1,1,0,0,0,"HOA: v1 name: ""Ga & GFb"" States: 1 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic stutter-invariant --BODY-- State: 0 [0&!1] 0 [0&1] 0 {0} --END--"
"F((G(a)) | (G(((a) & ((!(b)) | (!(c)))) | ((!(a)) & (b) & (c)))))","ltl3ba","ok",0,0.00836952,3,5,24,1,3,1,1,0,"HOA: v1 name: ""TGBA for <>(([](a)) || ([](((a) && ((!(b)) || (!(c)))) || ((!(a)) && (b) && (c)))))"" States: 3 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 ""F(G(a) || G(((a) && (!((b)) || !((c)))) || ((!((a)) && (b)) && (c))))"" [0] 2 {0} [!0&1&2 | 0&!1 | 0&!2] 1 {0} [t] 0 State: 1 ""G(((a) && (!((b)) || !((c)))) || ((!((a)) && (b)) && (c)))"" [!0&1&2 | 0&!1 | 0&!2] 1 {0} State: 2 ""G(a)"" [0] 2 {0} --END--"
"F((G(a)) | (G(((a) & ((!(b)) | (!(c)))) | ((!(a)) & (b) & (c)))))","ltl3tela_alt","ok",0,0.00557857,1,3,11,3,1,1,1,1,"HOA: v1 States: 1 Start: 0 AP: 3 ""a"" ""b"" ""c"" Acceptance: 3 (Fin(1)|Fin(2)) & Fin(0) properties: trans-labels explicit-labels trans-acc colored complete --BODY-- State: 0 [!0&!1 | !0&!2] 0 {0} [!0&1&2 | 0&!1 | 0&!2] 0 {1} [0] 0 {2} --END--"
"F((G(a)) | (G(((a) & ((!(b)) | (!(c)))) | ((!(a)) & (b) & (c)))))","ltl3tela","ok",0,0.00975975,1,4,8,2,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: generalized-co-Buchi 2 Acceptance: 2 Fin(0)|Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1 | !0&!2] 0 {0 1} [!0&1&2] 0 {0} [0&!1 | 0&!2] 0 [0&1&2] 0 {1} --END--"
"F((G(a)) | (G(((a) & ((!(b)) | (!(c)))) | ((!(a)) & (b) & (c)))))","ltl2tgba","ok",0,0.005723,1,4,8,2,1,0,0,1,"HOA: v1 name: ""F(Ga | G((a & (!b | !c)) | (!a & b & c)))"" States: 1 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: generalized-co-Buchi 2 Acceptance: 2 Fin(0)|Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0&!1 | 0&!2] 0 [!0&1&2] 0 {0} [0&1&2] 0 {1} [!0&!1 | !0&!2] 0 {0 1} --END--"
