"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"F((a) | (b) | ((G(a)) R (c)))","rabinizer4","ok",0,0.621673,3,6,24,1,2,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1&!2] 2 {0} [0 | 1] 1 [!0&!1&2] 0 State: 1 [t] 1 State: 2 [!0&!1] 0 {0} [0 | 1] 1 --END--"
"F((!(a)) | (G(a)))","ltl3tela_alt","ok",0,0.0171133,1,1,1,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 0 acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored complete deterministic very-weak --BODY-- State: 0 {0} [t] 0 --END--"
"F((!(a)) | (G(a)))","ltl3tela_d","ok",0,0.0128289,1,1,1,0,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 0 acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc complete deterministic very-weak --BODY-- State: 0 [t] 0 --END--"
"F((!(a)) | (G(a)))","ltl2tgba_d","ok",0,0.0145759,1,1,1,1,1,0,0,1,"HOA: v1 name: ""1"" States: 1 Start: 0 AP: 0 acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored complete deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 --END--"
"F((!(a)) | (G(a)))","delag","ok",0,0.343374,1,1,2,0,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc complete deterministic --BODY-- State: 0 [t] 0 --END--"
"F((!(a)) | (G(a)))","rabinizer4","ok",0,0.460689,1,1,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels state-acc complete deterministic --BODY-- State: 0 [t] 0 --END--"
"F(G((a) & ((G(!(a))) U (b))))","ltl3tela_alt","ok",0,0.0140958,1,2,4,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""a"" ""b"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&1] 0 [!0 | !1] 0 {0} --END--"
"F(G((a) & ((G(!(a))) U (b))))","ltl3tela_d","ok",0,0.0163901,1,2,4,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""a"" ""b"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&1] 0 [!0 | !1] 0 {0} --END--"
"F(G((a) & ((G(!(a))) U (b))))","ltl2tgba_d","ok",0,0.00765956,1,2,4,1,1,0,0,1,"HOA: v1 name: ""FG(a & (G!a U b))"" States: 1 Start: 0 AP: 2 ""a"" ""b"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0&1] 0 [!0 | !1] 0 {0} --END--"
"F(G((a) & ((G(!(a))) U (b))))","delag","ok",0,0.492023,1,4,4,4,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""a"" ""b"" Acceptance: 4 (Fin(0)|Fin(1)) & Inf(2) & Fin(3) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 {1 3} [0&!1] 0 {0 1} [!0&1] 0 {2 3} [0&1] 0 {0 2} --END--"
