"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut"
"(a) | (G((F(G(a))) U (((b) | (G(c))) R (c))))","rabinizer4","ok",0,0.860197,4,10,32,6,4,0,0,1
"F((!(a)) | (G(a)))","ltl2tgba-DG","ok",0,0.0063537,1,1,1,1,1,0,0,1
"F((!(a)) | (G(a)))","ltl3tela-D1","ok",0,0.004761,1,1,1,0,1,0,0,1
"F((!(a)) | (G(a)))","delag","ok",0,0.397649,1,1,1,1,1,0,0,1
"F((!(a)) | (G(a)))","rabinizer4","ok",0,0.504233,1,1,1,1,1,0,0,1
"(F(a)) | (X((b) & ((c) R (d))))","ltl2tgba-DG","ok",0,0.00910001,5,11,80,1,5,0,0,1
"(F(a)) | (X((b) & ((c) R (d))))","ltl3tela-D1","ok",0,0.00959123,5,11,80,1,5,0,0,1
"(F(a)) | (X((b) & ((c) R (d))))","delag","ok",0,0.564968,5,11,80,1,5,0,0,1
"(F(a)) | (X((b) & ((c) R (d))))","rabinizer4","ok",0,0.582411,5,11,80,1,5,0,0,1
"((a) & (!(b)) & ((b) | (((!(b)) & (!(c))) M (F(!(d)))))) | ((!(a)) & ((b) | ((!(b)) & (((b) | (c)) W (G(d))))))","ltl2tgba-DG","ok",0,0.00960601,6,14,81,1,6,0,0,0
"((a) & (!(b)) & ((b) | (((!(b)) & (!(c))) M (F(!(d)))))) | ((!(a)) & ((b) | ((!(b)) & (((b) | (c)) W (G(d))))))","ltl3tela-D1","ok",0,0.0201853,6,14,81,1,6,0,0,0
"((a) & (!(b)) & ((b) | (((!(b)) & (!(c))) M (F(!(d)))))) | ((!(a)) & ((b) | ((!(b)) & (((b) | (c)) W (G(d))))))","delag","ok",0,0.706229,6,14,81,1,6,0,0,0
"((a) & (!(b)) & ((b) | (((!(b)) & (!(c))) M (F(!(d)))))) | ((!(a)) & ((b) | ((!(b)) & (((b) | (c)) W (G(d))))))","rabinizer4","ok",0,0.884381,6,14,81,1,6,0,0,0
"(a) | ((b) U (X((b) U ((!(a)) & (!(b))))))","ltl2tgba-DG","ok",0,0.00669982,4,9,15,1,4,0,0,0
"(a) | ((b) U (X((b) U ((!(a)) & (!(b))))))","ltl3tela-D1","ok",0,0.0076182,4,9,15,1,4,0,0,0
"(a) | ((b) U (X((b) U ((!(a)) & (!(b))))))","delag","ok",0,0.656979,4,9,15,1,4,0,0,0
"(a) | ((b) U (X((b) U ((!(a)) & (!(b))))))","rabinizer4","ok",0,0.646221,4,9,15,1,4,0,0,0
"(X(a)) R (((b) & (X(F(c)))) | ((!(b)) & (X(G(!(c))))))","ltl2tgba-DG","ok",0,0.0101831,6,13,38,2,6,0,0,0
